DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/14/2016,4:25,,,,,,DITMAS AVENUE                   ,RALPH AVENUE                    ,                                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3443301,PASSENGER VEHICLE,,,,
05/14/2016,4:25,BROOKLYN,11206,40.7054724,-73.9502377,"(40.7054724, -73.9502377)",BROADWAY                        ,UNION AVENUE                    ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442589,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,4:15,,,,,,PELHAM PARKWAY                  ,HUTCHINSON RIVER PARKWAY        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3441541,PASSENGER VEHICLE,,,,
05/14/2016,4:15,QUEENS,11694,40.5802778,-73.8416977,"(40.5802778, -73.8416977)",                                ,                                ,120-09 NEWPORT AVENUE                   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442611,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,4:00,,,,,,EAST 6 STREET                   ,3 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441950,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,4:00,,,,,,AMBOY ROAD                      ,RICHMOND VALLEY ROAD            ,                                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3441872,PASSENGER VEHICLE,,,,
05/14/2016,4:00,,,40.7188175,-73.7932679,"(40.7188175, -73.7932679)",173 STREET                      ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442708,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:55,,,40.8608389,-73.8723742,"(40.8608389, -73.8723742)",MOSHOLU PARKWAY                 ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442350,PASSENGER VEHICLE,OTHER,,,
05/14/2016,3:50,QUEENS,11377,40.7369267,-73.8959575,"(40.7369267, -73.8959575)",69 STREET                       ,50 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441789,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:45,QUEENS,11377,40.7463333,-73.8963254,"(40.7463333, -73.8963254)",ROOSEVELT AVENUE                ,69 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441788,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:45,MANHATTAN,10034,40.8636899,-73.9170643,"(40.8636899, -73.9170643)",9 AVENUE                        ,WEST 207 STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442132,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:40,QUEENS,11375,40.7262954,-73.8461854,"(40.7262954, -73.8461854)",108 STREET                      ,68 ROAD                         ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441816,PASSENGER VEHICLE,OTHER,,,
05/14/2016,3:40,BROOKLYN,11213,40.670887,-73.9364893,"(40.670887, -73.9364893)",TROY AVENUE                     ,SAINT JOHNS PLACE               ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441223,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:35,MANHATTAN,10024,40.7844638,-73.9773661,"(40.7844638, -73.9773661)",AMSTERDAM AVENUE                ,WEST 81 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441151,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:30,MANHATTAN,10001,40.7527231,-73.9967877,"(40.7527231, -73.9967877)",WEST 33 STREET                  ,9 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3447755,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:30,BROOKLYN,11201,40.6960346,-73.9845292,"(40.6960346, -73.9845292)",TILLARY STREET                  ,FLATBUSH AVENUE EXTENSION       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441243,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:25,,,,,,                                ,                                ,ROCKAWAY PARKWAY                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443287,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:23,,,,,,                                ,                                ,9999 UNKNOWN                            ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3443359,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:15,QUEENS,11377,40.7532838,-73.906908,"(40.7532838, -73.906908)",BROADWAY                        ,NORTHERN BOULEVARD              ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441791,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:10,,,,,,FDR DRIVE                       ,EAST 14 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441139,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:05,QUEENS,11377,40.7571939,-73.9054876,"(40.7571939, -73.9054876)",                                ,                                ,56-05 31 AVENUE                         ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3441374,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:00,,,,,,                                ,                                ,                                        ,2,0,0,0,0,0,2,0,Unspecified,,,,,3441549,PASSENGER VEHICLE,,,,
05/14/2016,3:00,,,40.713993,-73.8319146,"(40.713993, -73.8319146)",METROPOLITAN AVENUE             ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441264,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,3:00,BROOKLYN,11205,40.6956581,-73.9526287,"(40.6956581, -73.9526287)",                                ,                                ,138 NOSTRAND AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442539,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,2:55,BROOKLYN,11205,40.6972825,-73.9585672,"(40.6972825, -73.9585672)",                                ,                                ,65 FRANKLIN AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442540,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,2:50,,,,,,                                ,                                ,EAST 28 STREET                          ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443286,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,2:45,MANHATTAN,10001,40.7502418,-73.998596,"(40.7502418, -73.998596)",9 AVENUE                        ,WEST 29 STREET                  ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3442986,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,2:45,,,,,,JUNCTION BOULEVARD              ,45 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443557,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,2:45,,,,,,CLEARVIEW EXPWY                 ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3441342,PASSENGER VEHICLE,,,,
05/14/2016,2:23,,,,,,VERMONT AVE                     ,HIGHLAND BOULEVARD              ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3441617,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
05/14/2016,2:20,MANHATTAN,10030,40.8240317,-73.9447582,"(40.8240317, -73.9447582)",SAINT NICHOLAS AVENUE           ,WEST 145TH STREET               ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442104,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,2:15,BROOKLYN,11207,40.653453,-73.8846524,"(40.653453, -73.8846524)",FLATLANDS AVENUE                ,VERMONT STREET                  ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3441616,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,2:15,,,,,,                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3442588,PASSENGER VEHICLE,,,,
05/14/2016,2:15,BROOKLYN,11226,40.6409447,-73.948513,"(40.6409447, -73.948513)",NOSTRAND AVENUE                 ,AVENUE D                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443293,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:50,BROOKLYN,11220,40.6420578,-74.02042,"(40.6420578, -74.02042)",60 STREET                       ,3 AVENUE                        ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3441585,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:49,BRONX,10469,40.8786139,-73.843902,"(40.8786139, -73.843902)",                                ,                                ,3577 BOSTON ROAD                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3442260,MOTORCYCLE,,,,
05/14/2016,23:47,,,,,,RALPH AVENUE                    ,DITMAS AVENUE                   ,                                        ,12,0,0,0,0,0,12,0,Unspecified,Unspecified,Unspecified,,,3443299,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,23:45,BROOKLYN,11234,40.6141638,-73.9375409,"(40.6141638, -73.9375409)",QUENTIN ROAD                    ,EAST 35 STREET                  ,                                        ,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3443269,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:40,BRONX,10451,40.8265445,-73.9153148,"(40.8265445, -73.9153148)",EAST 163 STREET                 ,TELLER AVENUE                   ,                                        ,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3455946,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:40,,,,,,LAUREL HILL BOULEVARD           ,61 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442741,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:35,MANHATTAN,10036,40.760405,-73.9874743,"(40.760405, -73.9874743)",8 AVENUE                        ,WEST 47 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443028,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:30,,,40.737833,-73.9356863,"(40.737833, -73.9356863)",                                ,                                ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3444176,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:30,,,,,,LINDEN BOULEVARD                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3467362,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:30,BRONX,10473,40.8242083,-73.8587895,"(40.8242083, -73.8587895)",WHITE PLAINS ROAD               ,STORY AVENUE                    ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442185,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:28,MANHATTAN,10065,40.7642891,-73.9556159,"(40.7642891, -73.9556159)",EAST 68 STREET                  ,YORK AVENUE                     ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3442061,PASSENGER VEHICLE,,,,
05/14/2016,23:20,,,,,,                                ,                                ,OCEAN PARKWAY                           ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3442450,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:20,QUEENS,11430,40.6666175,-73.8104639,"(40.6666175, -73.8104639)",BELT PKWY                       ,130 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441760,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:15,,,,,,126 STREET                      ,NORTHERN BOULEVARD              ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442816,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:15,BRONX,10473,40.8198286,-73.8664402,"(40.8198286, -73.8664402)",                                ,                                ,750 ROSEDALE AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444684,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:10,BROOKLYN,11233,40.6845033,-73.9263842,"(40.6845033, -73.9263842)",HALSEY STREET                   ,PATCHEN AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3444463,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,23:00,QUEENS,11372,40.7472582,-73.8874385,"(40.7472582, -73.8874385)",                                ,                                ,78-14 ROOSEVELT AVENUE                  ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3445773,PASSENGER VEHICLE,BICYCLE,,,
05/14/2016,23:00,,,40.9020718,-73.8871272,"(40.9020718, -73.8871272)",MOSHOLU PARKWAY                 ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442340,OTHER,PASSENGER VEHICLE,,,
05/14/2016,23:00,QUEENS,11420,40.6776719,-73.828758,"(40.6776719, -73.828758)",                                ,                                ,110-00 ROCKAWAY BOULEVARD               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442683,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:00,QUEENS,11378,40.7209743,-73.8992004,"(40.7209743, -73.8992004)",                                ,                                ,64-43 58 ROAD                           ,0,0,0,0,0,0,0,0,Unspecified,,,,,3442667,PASSENGER VEHICLE,,,,
05/14/2016,23:00,MANHATTAN,10036,40.7591044,-73.9921418,"(40.7591044, -73.9921418)",9 AVENUE                        ,WEST 43 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3448138,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:00,MANHATTAN,10036,40.7592907,-73.9882866,"(40.7592907, -73.9882866)",                                ,                                ,726 8 AVENUE                            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441482,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:00,MANHATTAN,10027,40.8206258,-73.9584145,"(40.8206258, -73.9584145)",WEST 134 STREET                 ,RIVERSIDE DRIVE                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442108,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,23:00,BROOKLYN,11230,40.6125498,-73.962859,"(40.6125498, -73.962859)",CONEY ISLAND AVENUE             ,AVENUE O                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442449,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,22:50,MANHATTAN,10016,40.7425878,-73.9804117,"(40.7425878, -73.9804117)",3 AVENUE                        ,EAST 29 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441960,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,22:40,MANHATTAN,10002,40.7225057,-73.9897506,"(40.7225057, -73.9897506)",                                ,                                ,237 ELDRIDGE STREET                     ,1,0,1,0,0,0,0,0,Unspecified,,,,,3443700,PASSENGER VEHICLE,,,,
05/14/2016,22:40,MANHATTAN,10017,40.7554056,-73.9794839,"(40.7554056, -73.9794839)",5 AVENUE                        ,EAST 45 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441977,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,22:30,,,,,,NELSON AVENUE OVPS              ,                                ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3441536,PASSENGER VEHICLE,,,,
05/14/2016,22:30,QUEENS,11429,40.7142228,-73.738927,"(40.7142228, -73.738927)",HEMPSTEAD AVENUE                ,217 LANE                        ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3441742,PASSENGER VEHICLE,,,,
05/14/2016,22:30,QUEENS,11412,40.6952572,-73.7555321,"(40.6952572, -73.7555321)",116 AVENUE                      ,197 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441822,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,22:30,QUEENS,11385,40.7044088,-73.9079536,"(40.7044088, -73.9079536)",                                ,                                ,660 ONDERDONK AVENUE                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3442659,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,22:30,BROOKLYN,11212,40.6562732,-73.9073064,"(40.6562732, -73.9073064)",ROCKAWAY AVENUE                 ,HEGEMAN AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443360,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,22:30,BROOKLYN,11211,40.7147294,-73.9420676,"(40.7147294, -73.9420676)",BUSHWICK AVENUE                 ,METROPOLITAN AVENUE             ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444047,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,22:20,BROOKLYN,11220,40.6479057,-74.0074055,"(40.6479057, -74.0074055)",5 AVENUE                        ,45 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441584,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,22:20,BROOKLYN,11213,40.6637537,-73.9371593,"(40.6637537, -73.9371593)",TROY AVENUE                     ,EMPIRE BOULEVARD                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442478,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:39,STATEN ISLAND,10307,40.5061875,-74.2348945,"(40.5061875, -74.2348945)",HYLAN BOULEVARD                 ,JOLINE AVENUE                   ,                                        ,1,1,0,0,0,0,1,1,Unspecified,Unspecified,,,,3443656,MOTORCYCLE,PASSENGER VEHICLE,,,
05/14/2016,13:30,,,,,,OLMSTED DR                      ,ROOSEVELT AVENUE                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442811,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:30,STATEN ISLAND,10304,40.6339552,-74.0857486,"(40.6339552, -74.0857486)",CEBRA AVENUE                    ,VICTORY BOULEVARD               ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442892,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:30,QUEENS,11413,40.6788433,-73.754179,"(40.6788433, -73.754179)",SPRINGFIELD BOULEVARD           ,135 AVENUE                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441733,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:30,BRONX,10465,40.8285193,-73.8411794,"(40.8285193, -73.8411794)",BRUCKNER BOULEVARD              ,BRUSH AVENUE                    ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3443181,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,13:28,BRONX,10475,40.8900764,-73.8198489,"(40.8900764, -73.8198489)",BOSTON ROAD                     ,ROPES AVENUE                    ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442252,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:20,,,40.7861411,-73.9392802,"(40.7861411, -73.9392802)",EAST 99 STREET                  ,                                ,                                        ,1,0,0,0,0,0,1,0,Unspecified,,,,,3441499,MOTORCYCLE,,,,
05/14/2016,13:15,QUEENS,11411,40.6901433,-73.7295881,"(40.6901433, -73.7295881)",233 STREET                      ,118 AVENUE                      ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3441732,PASSENGER VEHICLE,,,,
05/14/2016,13:15,MANHATTAN,10036,40.7600126,-73.9884273,"(40.7600126, -73.9884273)",                                ,                                ,305 WEST 46 STREET                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441481,PASSENGER VEHICLE,,,,
05/14/2016,13:15,MANHATTAN,10033,40.8481201,-73.9308839,"(40.8481201, -73.9308839)",AMSTERDAM AVENUE                ,WEST 181 STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3448770,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:10,QUEENS,11419,40.6906979,-73.8282846,"(40.6906979, -73.8282846)",117 STREET                      ,97 AVENUE                       ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3442617,PASSENGER VEHICLE,,,,
05/14/2016,13:05,BRONX,10461,40.847006,-73.8322799,"(40.847006, -73.8322799)",CROSBY AVENUE                   ,WESTCHESTER AVENUE              ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3442214,PASSENGER VEHICLE,BICYCLE,,,
05/14/2016,13:05,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442217,OTHER,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
05/14/2016,13:03,QUEENS,11418,40.6994957,-73.8344542,"(40.6994957, -73.8344542)",                                ,                                ,86-08 115 STREET                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441700,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:00,QUEENS,11691,40.5951359,-73.7532016,"(40.5951359, -73.7532016)",SEAGIRT BOULEVARD               ,BEACH 19 STREET                 ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3451221,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:00,BROOKLYN,11223,40.598312,-73.9611853,"(40.598312, -73.9611853)",CONEY ISLAND AVENUE             ,AVENUE U                        ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3443926,PASSENGER VEHICLE,,,,
05/14/2016,13:00,BRONX,10473,40.8263822,-73.8480967,"(40.8263822, -73.8480967)",                                ,                                ,2252 QUIMBY AVENUE                      ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3445276,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,13:00,,,,,,HUTCHINSON RIVER PKWY           ,ORCHARD BEACH ROAD              ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3442213,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
05/14/2016,13:00,,,,,,CROSS BAY BOULEVARD             ,149 AVENUE                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441757,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:00,STATEN ISLAND,10310,40.6397302,-74.1055952,"(40.6397302, -74.1055952)",WALNUT STREET                   ,KISSEL AVENUE                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442891,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:00,QUEENS,11423,40.7147104,-73.7546996,"(40.7147104, -73.7546996)",94 AVENUE                       ,FRANCIS LEWIS BOULEVARD         ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441734,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
05/14/2016,13:00,QUEENS,11377,40.7539919,-73.9003018,"(40.7539919, -73.9003018)",NORTHERN BOULEVARD              ,62 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441797,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:00,BROOKLYN,11235,40.5877221,-73.9356286,"(40.5877221, -73.9356286)",FORD STREET                     ,VOORHIES AVENUE                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442401,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:00,BROOKLYN,11218,40.6457669,-73.9852832,"(40.6457669, -73.9852832)",FORT HAMILTON PARKWAY           ,CHESTER AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441569,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:00,BROOKLYN,11216,40.6879217,-73.94874,"(40.6879217, -73.94874)",                                ,                                ,330 LEXINGTON AVENUE                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442543,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,12:55,QUEENS,11355,40.7548695,-73.8239792,"(40.7548695, -73.8239792)",KISSENA BOULEVARD               ,ASH AVENUE                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442762,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,12:54,QUEENS,11416,40.6816852,-73.8486354,"(40.6816852, -73.8486354)",ROCKAWAY BOULEVARD              ,91 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3442621,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,12:50,QUEENS,11366,40.7360731,-73.7735507,"(40.7360731, -73.7735507)",73 AVENUE                       ,199 STREET                      ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3441316,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,12:50,QUEENS,11364,40.7502727,-73.7450801,"(40.7502727, -73.7450801)",233 STREET                      ,64 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441344,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,12:50,MANHATTAN,10016,40.7509597,-73.9827227,"(40.7509597, -73.9827227)",EAST 38 STREET                  ,5 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441975,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,12:45,,,40.6079204,-74.1389113,"(40.6079204, -74.1389113)",WOOLLEY AVENUE                  ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441410,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,12:45,,,40.7573584,-73.7388593,"(40.7573584, -73.7388593)",CROSS ISLAND PARKWAY            ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441343,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,12:45,STATEN ISLAND,10306,40.5699287,-74.0910692,"(40.5699287, -74.0910692)",CAPODANNO BOULEVARD             ,LINCOLN AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441859,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
